¶ Les grans pardons	¶ Les grans pardons
tenue aux stations comme dessus.	tenue aux stations comme dessus.
Et pourtant que les faulsaires des	Et pourtant que les faulsaires des
ont donne faulx entendre ⁊ ont prins	ont donne faulx entendre et ont prins
largent des poures gens lequel a este	l’argent des povres gens lequel a este
despendu deshõnestemẽt en toute ui¬	despendu deshonnestement en toute vi¬
lainie contre dieu, ⁊ q̃ le poure monde	lainie contre dieu, et que le povre monde
dieu: nostre sainct pere mauldict/ ex¬	dieu: nostre sainct pere mauldict/ ex¬
communie/ et anathematise tous ces	communie/ et anathematise tous ces
faulsaires, uoulant quon dõne pour	faulsaires, voulant qu’on donne pour
rachepter les poures captifz corpo¬	rachepter les povres captifz corpo¬
a ces garnemẽs qui courẽt auec faul¬	a ces garnemens qui courent avec faul¬
ses lettres ⁊ faulx pardons qui nont	ses lettres et faulx pardons qui n’ont
este registrez en la saincte escripture.	este registrez en la saincte escripture.
Ordonnãt nostre sainct pere q̃ ceulx	Ordonnant nostre sainct pere que ceulx
ou aultremẽt a ceulx qui ont necessite	ou aultrement a ceulx qui ont necessite
quilz le facent non point pour auoir	qu’ilz le facent non point pour avoir
grace ne pardõ par leur don ⁊ argẽt,	grace ne pardon par leur don et argent,
car cela est seulemẽt donne par nostre	car cela est seulement donne par nostre
pour lhonneur de nostre sainct pere,	pour l’honneur de nostre sainct pere,
que de sa grace sans nostre argent ne	que de sa grace sans nostre argent ne
chose qui soit en nous, nous pardõne	chose qui soit en nous, nous pardonne
⁊ faict grace.	et faict grace.
sant que tous doyuent estre sainctz et	sant que tous doyvent estre sainctz et
loing de toute ordure ⁊ contaminatiõ	loing de toute ordure et contamination
sans estre souillez en rien soit en boire	sans estre souillez en rien soit en boire
ou manger ou aultre chose qui soit.	ou manger ou aultre chose qui soit.
nature est pecheur/ hord/ immunde/ ⁊	nature est pecheur/ hord/ immunde/ et
maunet/ ⁊ comme mauuais arbre en	maunet/ et comme mauvais arbre en
tout porte mauuais fruict, tellement	tout porte mauvais fruict, tellement
qͥl ne peult de soy penser/ dire/ ne faire	qu’il ne peult de soy penser/ dire/ ne faire
pere de sa plaine puyssance dispense	pere de sa plaine puyssance dispense
auec les confraires ⁊ donne plain po¬	avec les confraires et donne plain po¬
uoir ⁊ congie de licitement ⁊ saincte¬	voir et congie de licitement et saincte¬
ment user en tous temps ⁊ en toutes	ment user en tous temps et en toutes
uiandes/ de tous beurages en les pre	viandes/ de tous bevrages en les pre¬
nant sobrement auec action de graces	nant sobrement avec action de graces
en priant nostre sainct pere. Et quilz	en priant nostre sainct pere. Et qu’ilz
puyssent aussi user de quelque sorte	puyssent aussi user de quelque sorte
hõnestete. Ne uoulãt point nostredict	honnestete. Ne voulant point nostredict
sainct pere que ce qui entre par la bou	sainct pere que ce qui entre par la bou¬
che, ne aussi par plus forte raison les	che, ne aussi par plus forte raison les
abillemens qui touchent au dehors/	abillemens qui touchent au dehors/
nostre sainct pere congie a tous les cõ	nostre sainct pere congie a tous les con¬
fraires de soy marier au nom de luy	fraires de soy marier au nom de luy
en tous temps prenãs telz partis que	en tous temps prenans telz partis que
seront plus propres pour uiure sain¬	seront plus propres pour vivre sain¬
dieu, reserue les degrez qui sont def¬	dieu, reserve les degrez qui sont def¬
fendus. Et ne ueult nostre sainct pe¬	fendus. Et ne veult nostre sainct pe¬
re en cecy estre faicte deffence aux con	re en cecy estre faicte deffence aux con¬
fraires: mais ueult qͥlz leur soit tout	fraires: mais veult qu’ilz leur soit tout
a ceulx quil enuoye pour p̃scher ceste	a ceulx qu’il envoye pour prescher ceste
confrairie du royaulme de dieu, quilz	confrairie du royaulme de dieu, qu’ilz
mangent de ce qui leur est mis deuãt/	mangent de ce qui leur est mis devant/
Et aussi estroictemẽt cõmãde a tous	Et aussi estroictement commande a tous
quelz de sa grace nostre sainct pere na	quelz de sa grace nostre sainct pere n’a
donne le don de cõtinence, quilz se ma	donne le don de continence, qu’ilz se ma¬
rient. Uoulant aussi nostre sainct pe¬	rient. Voulant aussi nostre sainct pe¬
re que tous ceulx ⁊ celles de quelque	re que tous ceulx et celles de quelque
sendent les uiandes cõmandãs quon	fendent les viandes commandans qu’on
sen abstiengne, comme si en usant di¬	s’en abstiengne, comme si en usant d’i¬
celles lon fist contre dieu ⁊ lon pecha:	celles l’on fist contre dieu et l’on pecha:
Et qui aussi deffendent le mariage en	Et qui aussi deffendent le mariage en
personne qui soit, quilz soyent ꝓnun¬	personne qui soit, qu’ilz soyent pronun¬
cez ⁊ declairez ouuertement estre hors	cez et declairez ouvertement estre hors
de la foy mauldictz/ excommuniez/ ⁊	de la foy mauldictz/ excommuniez/ et
anathematisez/ hereticques/ scismati¬	anathematisez/ hereticques/ scismati¬
derreur, et tenans doctrines des dia¬	d’erreur, et tenans doctrines des dia¬
bles. Commandant a tous les publi¬	bles. Commandant a tous les publi¬
cateurs de ces grãs pardons que telz	cateurs de ces grans pardons que telz
les annũcent ⁊ declairẽt de lauctorite	les annuncent et declairent de l’auctorite
de soy retyrer au sainct siege diuin de¬	de soy retyrer au sainct siege divin de¬
sistant de leurs folz propos, deman¬	sistant de leurs folz propos, deman¬
dant humblemẽt absolution au nom	dant humblement absolution au nom
de nostre seigneur Iesus, et elle leur	de nostre seigneur Jesus, et elle leur
pere que personne ne presume mettre	pere que personne ne presume mettre
aucune charge sus les ames des con¬	aucune charge sus les ames des con¬
fraires de ceste saincte cõfrairie, ⁊ que	fraires de ceste saincte confrairie, et que
les cõfraires aussi ne la prẽgnẽt poĩt:	les confraires aussi ne la prengnent point:
rain de la cõfrairie nostre bon redem¬	rain de la confrairie nostre bon redem¬
pteur Iesus, lequel nostre sainct pere	pteur Jesus, lequel nostre sainct pere
cõmande estre ouy ⁊ son sainct euan¬	commande estre ouy et son sainct evan¬
gile estre tenu ⁊ fermement creu.	gile estre tenu et fermement creu.
que toutes aultres cõfrairies/ frater¬	que toutes aultres confrairies/ frater¬
nitez/ sodalitez/ associations/ reigles/	nitez/ sodalitez/ associations/ reigles/
ordres/ ⁊ toutes institutions auec les	ordres/ et toutes institutions avec les
graces q̃ ceulx qui les tiẽnent se uan¬	graces que ceulx qui les tiennent se van¬
ces/ ⁊ pardons quon leur attribue/ et	ces/ et pardons qu’on leur attribue/ et
brief tout qui simplement ⁊ puremẽt	brief tout qui simplement et purement
nest de ceste tressaincte confrairie ⁊ ꝓ¬	n’est de ceste tres saincte confrairie et pro¬
prement donne a ycelle tout est repu¬	prement donne a ycelle tout est repu¬
auancement/ ⁊ accroissement aux gra	avancement/ et accroissement aux gra¬
ces/ priuileges/ pardons/ ⁊ indulgen¬	ces/ privileges/ pardons/ et indulgen¬
ces de la presente confrairie. Pourtãt	ces de la presente confrairie. Pourtant
nostre sainct pere par meure delibera¬	nostre sainct pere par meure delibera¬
torite a donne ⁊ dõne sa censure ⁊ ma	torite a donne et donne sa censure et ma¬
lediction grandemẽt a craindre ⁊ in¬	lediction grandement a craindre et in¬
euitable/ ⁊ mauldit/ anathematise/ ex	evitable/ et mauldit/ anathematise/ ex¬
cõmunie de malediction eternelle cõ¬	communie de malediction eternelle com¬
tion quon doibt publier en la cene de	tion qu’on doibt publier en la cene de
nostre seigneur est plainement cõtenu	nostre seigneur est plainement contenu
et declaire, chassant tous hors de la	et declaire, chassant tous hors de la
saĩcte table de nostre seigneur, qui ne	saincte table de nostre seigneur, qui ne
toutes aultres confrairies/ fraterni¬	toutes aultres confrairies/ fraterni¬
tez/ sodalitez/ reigles/ et religions/ et	tez/ sodalitez/ reigles/ et religions/ et
toutes institutions de uiure ne sont	toutes institutions de vivre ne sont
que droictes apostasies/ hereticques/	que droictes apostasies/ hereticques/
uees contre le sainct siege diuin/ ⁊ tou	vees contre le sainct siege divin/ et tou¬
tes les bulles donnees ⁊ toutes gra¬	tes les bulles donnees et toutes gra¬
ces/ priuilieges/ approbations/ confir	ces/ privilieges/ approbations/ confir¬
mations daultre que de ceste saincte	mations d’aultre que de ceste saincte
tes indulgẽces sont faulses/ surrepti¬	tes indulgences sont faulses/ surrepti¬
ces/ contrefaictes par faulsaires qͥ par	ces/ contrefaictes par faulsaires qui par
la uertu de Satan lequel cõduict lhõ	la vertu de Satan lequel conduict l’hom¬
me de peche laduersaire qui sest esleue	me de peche l’adversaire qui s’est esleue
coronnes dor, en despit de la coronne	coronnes d’or, en despit de la coronne
despines de Iesus souuerain chief de	d’espines de Jesus souverain chief de
ladicte saincte confrairie. Pourquoy	ladicte saincte confrairie. Pourquoy
nr̃e sainct pere desia a liure ces faul¬	nostre sainct pere desja a livre ces faul¬
bourreau, pour executer la sentẽce di¬	bourreau, pour executer la sentence di¬
uine au feu eternel qui est appreste a	vine au feu eternel qui est appreste a
tous faulsaires/ ⁊ a toꝰ ceulx qui les	tous faulsaires/ et a tous ceulx qui les
suyuent ⁊ maintiennent. Attendant	suyvent et maintiennent. Attendant
sa tresgrãde lenite ⁊ misericorde selon	sa tres grande lenite et misericorde selon
les thresors de sa bõte si aulcun de ces	les thresors de sa bonte si aulcun de ces
poures faulsaires ⁊ des abbusez par	povres faulsaires et des abbusez par
yceulx se retirera cõgnoissãt sa faulte	yceulx se retirera congnoissant sa faulte
⁊ tout estat qui nest de dieu entrãt en	et tout estat qui n’est de dieu entrant en
la presente cõfraire comme desia plu¬	la presente confraire comme desja plu¬
sieurs on faict. Si ne ueult nr̃e sainct	sieurs on faict. Si ne veult nostre sainct
pere q̃ telz qui se retyrent quilz soyent	pere que telz qui se retyrent qu’ilz soyent
toute doulceur soyent receuz: car il est	toute doulceur soyent receuz: car il est
prest les prendre a mercy ⁊ leur dõner	prest les prendre a mercy et leur donner
grace cõme il a faict a lhorrible perse¬	grace comme il a faict a l’horrible perse¬
cuteur Pol/ lequel il faict grand cõ¬	cuteur Pol/ lequel il faict grand com¬
la publier ⁊ annũcer auec les aultres	la publier et annuncer avec les aultres
cõmissaires ses sainctz apostres par	commissaires ses sainctz apostres par
lesquelz il a uoulu toutes aultres cõ¬	lesquelz il a voulu toutes aultres con¬
frairies estre pronuncees de nulle ua¬	frairies estre pronuncees de nulle va¬
Nous admonestãt par eulx des faul	Nous admonestant par eulx des faul¬
setez ⁊ gros abbuz qui deuoyẽt adue¬	setez et gros abbuz qui devoyent adve¬
nir. Comme aussi le sauueur qui est le	nir. Comme aussi le sauveur qui est le
premier de ceste cõfrarie, a predict des	premier de ceste confrarie, a predict des
q̃ par luy qui seul est lhuys. Lesquelz	que par luy qui seul est lhuys. Lesquelz
au lieu dãnuncer ceste confrairie ont	au lieu d’annuncer ceste confrairie ont
introduict sectes de perdition renon¬	introduict sectes de perdition renon¬
ceans celuy qui nous a racheptez/ fai¬	ceans celuy qui nous a racheptez/ fai¬
parolles, deffendans le sainct maria¬	parolles, deffendans le sainct maria¬
ge ⁊ lusaige des uiandes que nostre	ge et l’usaige des viandes que nostre
seigñr a crees aux fideles ⁊ croyans/	seigneur a crees aux fideles et croyans/
pour en user en rendant graces, ran¬	pour en user en rendant graces, ran¬
irritãs pour leurs traditiõs, parlans	irritans pour leurs traditions, parlans
de leurs testes ⁊ leurs songes, ⁊ nõ la	de leurs testes et leurs songes, et non la
parolle de dieu, pourquoy ont porte	parolle de dieu, pourquoy ont porte
tresgrand dõmaige a ceste digne con¬	tres grand dommaige a ceste digne con¬
pere par le glaiue de lesperit de sa bou	pere par le glaive de l’esperit de sa bou¬
che les frappant ⁊ destruysant ueult	che les frappant et destruysant veult
que tous les congnoissent estre faulx	que tous les congnoissent estre faulx
prophetes/ loups rauissans soubz le	prophetes/ loups ravissans soubz le
les qui nõt point de soucy des brebis/	les qui n’ont point de soucy des brebis/
pasturant eulx mesmes/ mangeans	pasturant eulx mesmes/ mangeans
les brebis sans chercher ce qui est per¬	les brebis sans chercher ce qui est per¬
du/ assembler ce qui est esgare/ lier ce	du/ assembler ce qui est esgare/ lier ce
de: mais en toute crainte et rigueur	de: mais en toute crainte et rigueur
affligẽt les poures brebis les faisans	affligent les povres brebis les faisans
errer par tout, ouuriers diniqͥte, chiẽs	errer par tout, ouvriers d’iniquite, chiens
impudiq̃s hors de la foy, ⁊ aussi hors	impudiques hors de la foy, et aussi hors
nãt cõe faulx traistres ⁊ desloyaulx:	nant comme faulx traistres et desloyaulx:
⁊ tout aussi quilz ont constitue ⁊ ordõ	et tout aussi qu’ilz ont constitue et ordon¬
ne cõtreuenans a la treshaulte ⁊ tres¬	ne contrevenans a la tres haulte et tres
grande maieste du siege diuin ⁊ de no	grande majeste du siege divin et de no¬
dordõner/ cõstituer ⁊ cõmander/ faire	d’ordonner/ constituer et commander/ faire
⁊ donner graces/ priuilieges/ pardõs	et donner graces/ privilieges/ pardons
⁊ indulgẽces/ ⁊ a nul aultre en choses	et indulgences/ et a nul aultre en choses
de lame, cõme est tout qui appartient	de l’ame, comme est tout qui appartient
quoy cõe dessus est dit sont telz remis	quoy comme dessus est dit sont telz remis
a la main de Satan qui les tient en	a la main de Satan qui les tient en
ses lyẽs pour les tourmẽter sans fin.	ses lyens pour les tourmenter sans fin.
Uoulãt nostre sainct pere de sa grace	Voulant nostre sainct pere de sa grace
reuocation/ reprobation/ anathema¬	revocation/ reprobation/ anathema¬
tisation/ ⁊ malediction de toutes aul¬	tisation/ et malediction de toutes aul¬
tres confrairies ⁊ facons de faire soit	tres confrairies et facons de faire soit
publiee par tout selon quelle est regi¬	publiee par tout selon qu’elle est regi¬
approuuez des cõmissaires qͥ parauãt	approuvez des commissaires qui paravant
par le commandement du souuerain	par le commandement du souverain
confraire nostre seigneur Iesus furẽt	confraire nostre seigneur Jesus furent
enuoyez par tout le monde prescher	envoyez par tout le monde prescher
sonne ne soit abbuse croyãt aux men¬	sonne ne soit abbuse croyant aux men¬
songes/ mais que tous simplement ⁊	songes/ mais que tous simplement et
du tout sarrestent a ce que nostre sei¬	du tout s’arrestent a ce que nostre sei¬
gneur Iesus a ordonne ⁊ cõstitue en	gneur Jesus a ordonne et constitue en
ses ennemys. Et ouyãt ⁊ gardant la	ses ennemys. Et ouyant et gardant la
parolle du roy de la confrairie qui est	parolle du roy de la confrairie qui est
Iesus on aye la uie eternelle.	Jesus on aye la vie eternelle.
¶ Itẽ nostre sainct pere ayant grand	¶ Item nostre sainct pere ayant grand
tousiours droictement ⁊ en plaine cõ¬	tousjours droictement et en plaine con¬
gnoissance du bõ uouloir ⁊ de la grã	gnoissance du bon vouloir et de la gran¬
de liberalite de nostre sainct pere leq̃l	de liberalite de nostre sainct pere lequel
de sa grace ⁊ bonte dõne tout, et affin	de sa grace et bonte donne tout, et affin
il ueult ⁊ ordõne quõ declaire ⁊ p̃sche	il veult et ordonne qu’on declaire et presche
tout ouuertemẽt que ces grans par¬	tout ouvertement que ces grans par¬
dons ⁊ indulgences ne sont donnez a	dons et indulgences ne sont donnez a
personne pour or ne pour argent et q̃	personne pour or ne pour argent et que
chose lon ne peult estre de la cõfrairie	chose l’on ne peult estre de la confrairie
du sainct esperit. Pourtant nr̃e sainct	du sainct esperit. Pourtant nostre sainct
pere deffent expressemẽt sus peine de	pere deffent expressement sus peine de
son indignation que personne ne pre¬	son indignation que personne ne pre¬
les faulx pardons desquelz dessus est	les faulx pardons desquelz dessus est
faicte mention en donnant or/ argẽt/	faicte mention en donnant or/ argent/
ou faisant aultre chose, aultrement la	ou faisant aultre chose, aultrement la
sentence que nostre sainct pere a dõne	sentence que nostre sainct pere a donne
Pierre contre Simon magus/ Ton	Pierre contre Simon magus/ Ton
argent soit auec toy en perdition/ qui	argent soit avec toy en perdition/ qui
as pense quon possede le don de dieu	as pense qu’on possede le don de dieu
par argent. Et semblablemẽt comme	par argent. Et semblablement comme
saire saĩct Paul/ Uous estes uuydez	saire sainct Paul/ Vous estes vuydez
⁊ euacuez de Christ qui cherchez estre	et evacuez de Christ qui cherchez estre
iustifie en la loy, ces sentences tombe¬	justifie en la loy, ces sentences tombe¬
ront sur la teste de ceulx qui ueullent	ront sur la teste de ceulx qui veullent
les pardons, si par aultre facon en pẽ	les pardons, si par aultre facon en pen¬
sent estre participans que de la seulle	sent estre participans que de la seulle
grace de nostre saĩct pere, par la grace	grace de nostre sainct pere, par la grace
duquel sont sauuez ceulx qui sont de	duquel sont sauvez ceulx qui sont de
les oeuures/ cest le don de dieu, affin	les oeuvres/ c’est le don de dieu, affin
que personne ne se glorifie. Dõc tous	que personne ne se glorifie. Donc tous
se confiant en la seule grace ⁊ bõte de	se confiant en la seule grace et bonte de
nostre sainct pere, de bon cueur delais¬	nostre sainct pere, de bon cueur delais¬
peries/ ⁊ deceptiõs, recoiuent ces grãs	peries/ et deceptions, recoivent ces grans
pardons qui franchemẽt ⁊ pour rien	pardons qui franchement et pour rien
sont donnez a tous, ⁊ soyent enroulez	sont donnez a tous, et soyent enroulez
⁊ enregistrez en ceste saincte cõfrairie	et enregistrez en ceste saincte confrairie
⁊ graces, qui sont dõnez comme con¬	et graces, qui sont donnez comme con¬
tient le testamẽt ⁊ la saincte escripture	tient le testament et la saincte escripture
que nostre sainct pere a laisse pour no	que nostre sainct pere a laisse pour no¬
stre consolation/ instruction/ reprehen	stre consolation/ instruction/ reprehen¬
que au nouueau testament.	que au nouveau testament.
¶ Item nostre sainct pere uoyant et	¶ Item nostre sainct pere voyant et
considerant les gros abbuz/ trompe¬	considerant les gros abbuz/ trompe¬
ries/ deceptions/ ⁊ les grãs larrecins	ries/ deceptions/ et les grans larrecins
saires ennemys de uerite qͥ soubz lum	saires ennemys de verite qui soubz l’um¬
bre de longue oraison/ mangeant les	bre de longue oraison/ mangeant les
maisons des uefues ⁊ ayans lappa¬	maisons des vefves et ayans l’appa¬
rence de sainctete, renuncent la uertu	rence de sainctete, renuncent la vertu
gros dommage ⁊ perdition le poure	gros dommage et perdition le povre
monde offre or/ argent/ ⁊ tout ce quil	monde offre or/ argent/ et tout ce qu’il
a au nom de dieu ⁊ poͬ dieu ⁊ au nom	a au nom de dieu et pour dieu et au nom
des sainctz ⁊ pour les sainctz qui sont	des sainctz et pour les sainctz qui sont
uans de iour en iour nouuelles inuẽ¬	vans de jour en jour nouvelles inven¬
tions et mensonges pour desrober et	tions et mensonges pour desrober et
piller le mõde, le remplissant de toute	piller le monde, le remplissant de toute
idolatrie ⁊ superstition, si grandemẽt	idolatrie et superstition, si grandement
que de tyrer a eulx, il ueult ⁊ ordonne	que de tyrer a eulx, il veult et ordonne
quon denunce tous telz abuseurs ex¬	qu’on denunce tous telz abuseurs ex¬
cõmuniez ⁊ mauldictz uoire iusques	communiez et mauldictz voire jusques
a estre liurez de present au bras secu¬	a estre livrez de present au bras secu¬
nestant uiuemẽt tous les confraires	nestant vivement tous les confraires
⁊ tous ceulx qui uiendrõt a ceste con¬	et tous ceulx qui viendront a ceste con¬
frairie tressaincte quilz se gardẽt bien	frairie tres saincte qu’ilz se gardent bien
de croyre a ces meschans excõmuniez	de croyre a ces meschans excommuniez
stre seigñr leur a baille en leur puys¬	stre seigneur leur a baille en leur puys¬
sance faisant ces folles ⁊ meschantes	sance faisant ces folles et meschantes
offrandes a dieu qui nen a que faire	offrandes a dieu qui n’en a que faire
ne a ceulx qui sont en repos nayans	ne a ceulx qui sont en repos n’ayans
est abhomination deuant dieu. Mais	est abhomination devant dieu. Mais
que tous offrent loffrande qui est grã	que tous offrent l’offrande qui est gran¬
dement plaisante a dieu/ cest assauoir	dement plaisante a dieu/ c’est assavoir
quũg chascun offre son cueur a dieu	qu’ung chascun offre son cueur a dieu
tout a dieu, soy cõfiãt tousiours plus	tout a dieu, soy confiant tousjours plus
fermement en luy par nostre seigneur	fermement en luy par nostre seigneur
Iesus par lequel cõtinuellemẽt tous	Jesus par lequel continuellement tous
offrẽt leurs corps en hostie ⁊ offrande	offrent leurs corps en hostie et offrande
dant en subiection/ non point selon la	dant en subjection/ non point selon la
tradition des hommes/ mais selon le	tradition des hommes/ mais selon le
mouuement du sainct esperit/ uiuant	mouvement du sainct esperit/ vivant
tousiours sobremẽt instãment priant	tousjours sobrement instamment priant
aussi secretttement, comme dessus	aussi secrettement, comme dessus
est dit aux sainctes statiõs des	est dit aux sainctes stations des
poures qui sont en ceste uie	povres qui sont en ceste vie
auec nous ayans neces¬	avec nous ayans neces¬
estre expe¬	estre expe¬
dient.	dient.
